time,train_id,phase,act,speed_limit,current_speed,dist_to_next_station,delay,current_gradient,next_limit_info,next_gradient_info,w_surv,w_conf,w_comp,reason
31890.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,70.0,69.4,346.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.8,速度は制限限界付近で減速フェーズ、勾配なしで安全リスク低いが急ブレーキでジャーク防止が必要。省エネ回生の機会があるためSurvival0.6、Confidence0.5、Competence0.8と設定。
31920.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,70.0,14.2,1708.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,速度は制限の大幅下回りで安全リスクは低く、減速中に回生ブレーキでエネルギー回収が期待できる。乗り心地の維持も重要。
31980.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,70.2,1384.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度未満で平坦区間を惰行中、遅延なしで安全リスク低く、乗り心地重視。省エネは既に最適だが若干の余地あり。したがってSurvivalは低め、Confidenceは高め、Competenceは中程度に設定する。
32010.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,74.33,828.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.3,速度が制限値に接近し安全リスクは低いが監視が必要。加速中でジャークが少なく快適性を重視。エネルギー消費は大きく効率は二次的。
32040.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,75.0,61.53,268.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.7,0.8,速度は制限以下で平坦勾配、遅延なしのため安全リスクは低いが駅停車のため減速が必要。乗客の快適性と回生ブレーキ活用を重視し、Survivalは中程度、ConfidenceとCompetenceを高める。
32100.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,16.0,2288.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.7,駅出発直後の加速フェーズで速度は制限の1/5程度、勾配も平坦、遅延なし。安全リスクは低くSurvivalを低めに設定し、乗客快適性とエネルギー効率を重視してConfidenceとCompetenceを高める。
32130.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,66.83,1818.0,0.0,0.0,この先制限速度なし,317m先に上り勾配15.0‰あり,0.2,0.7,0.5,現在は制限速度を大きく下回り遅延もなく、平坦区間で安定走行中。乗客快適性を重視しつつ、次の上り勾配に備えてエネルギー効率も考慮する。Survivalは低め、Confidenceを高く、Competenceは中程度に設定する。
32160.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,66.03,1216.7,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は制限速度から十分離れ、下り勾配で速度上昇リスクは低い。快適性を重視しつつ、回生ブレーキで省エネを促す。安全リスクは最小でSurvivalの重みは低め、乗客快適性とエネルギー回収を優先する。
32190.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,65.6,616.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度以下で遅延なし、平坦な巡航中。安全リスクは低く快適性を重視し、エネルギーは適度に考慮。Survival0.2、Confidence0.8、Competence0.5に設定。
32220.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,80.0,56.11,17.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.4,0.7,速度は制限以下で遅延なし、駅止まりの減速中なので安全リスクは低いが正確停止と回生ブレーキが重要。快適な減速を保ちつつエネルギー回収を優先する。
32280.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,57.6,2056.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.3,0.5,現在は加速中で速度は制限の約半分、勾配平坦・遅延なし。安全リスクは低いが過速防止は必要。乗り心地は加速の滑らかさを保ちつつ、エネルギー効率は加速段階での消費抑制を促す。
32310.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,94.06,1333.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,速度は制限内で遅延なし、勾配も平坦な巡航中。安全リスクは低く快適走行を重視し、エネルギー回生の余地は中程度。
32340.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,88.58,566.8,0.0,0.0,この先制限速度なし,266m先に下り勾配15.0‰あり,0.3,0.6,0.5,現在は制限速度を下回り遅延なしで巡航中。安全リスクは低く快適性を重視し、下り勾配で回生ブレーキ活用の余地があるため効率も適度に重視する。
32370.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,33.03,9999.0,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,速度は制限の大幅下回りで安全リスク低く、下り勾配で加速リスクはあるが現在減速中。乗り心地を保ちつつ回生ブレーキでエネルギー回収を重視する。
32430.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,78.4,1533.2,0.0,0.0,この先制限速度なし,233m先に下り勾配35.0‰あり,0.6,0.5,0.4,速度は制限以下で遅延なし、下り勾配で加速が続くと超過リスクが出るため安全をやや重視し、快適性も維持したい。省エネは後続ブレーキで期待できるが優先度は低め。
32460.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,100.0,776.6,0.0,-35.0,この先制限速度なし,この先目立った勾配なし,0.8,0.5,0.6,現在速度が制限上限で下り勾配のため超速リスクが高く安全を最優先しつつ、加速中でエネルギー回生余地があるため効率も重視、乗り心地は普通程度に設定
32490.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,60.36,34.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は駅手前で減速中、速度は制限以下で遅延なし。安全リスクは低く、滑らかな停止が重要なため快適性を高め、回生ブレーキでエネルギー回収の余地もあるが限定的。
32550.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,70.0,54.4,1671.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.4,現在は加速フェーズで速度は制限の約78%で安全余裕が大きく、遅延もなし。乗り心地とエネルギー効率を重視し、Survivalは低めに設定する。
32580.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,61.44,1145.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在は制限速度70km/hに対し61.4km/hで平坦区間を惰行中。安全リスク低く、乗り心地とエネルギー効率を重視すべき。したがってSurvivalは低め、ConfidenceとCompetenceを中程度に設定する。
32610.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,68.7,629.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.6,0.4,現在は制限速度下限で平坦区間を惰行中、速度超過リスク低く安全は中程度、乗り心地重視で快適性を高め、エネルギー回生余地は限定的なので効率はやや低めに設定。
32640.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,70.0,55.0,112.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.8,0.8,現在は駅前減速フェーズで速度55km/hは制限70km/h以下、遅延0秒、勾配0‰で安全リスクは低い。快適な減速と回生ブレーキでエネルギー回収を重視すべきため、ConfidenceとCompetenceを高く設定し、Survivalは中程度に保つ。
32700.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,75.0,33.6,1651.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.6,現在は駅出発直後の加速段階で速度は制限の半分以下、勾配も平坦のため安全リスクは低い。乗客の快適性とエネルギー効率を両立させるため、Survivalを低めにしConfidenceとCompetenceにやや高い重みを付ける。
32730.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,75.0,1136.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.88,0.35,0.65,現在速度が制限上限と一致し加速中で、超過リスクが高く安全が最重要。エネルギー無駄を抑えるため効率も重視し、乗り心地はやや低めに設定。遅延0秒、勾配0‰、前方に制限速度なしで、余裕はあるが安全確保が必要。
32760.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,63.13,577.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,現在は制限速度を大きく下回り勾配も平坦で安全リスク低く、加速中のためエネルギー効率を重視しつつ乗り心地も維持すべき。
32790.0,T1,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,75.0,58.59,12.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.85,0.25,0.6,駅手前400m以内の減速フェーズで、残距離12.9mに対し現在58.6km/hの加速走行。停止が迫るため安全確保が最優先。減速時に回生ブレーキでエネルギー回収できる余地があり、効率性も重視。乗り心地は二次的とし、ジャーク抑制は最低限に留める。
32850.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,59.2,2147.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.4,加速フェーズで速度は制限の75%程度、リスクは低く安全は中程度、快適な加速とエネルギー効率を同時に促すためSurvivalを0.6、Confidenceを0.5、Competenceを0.4に設定する。
32880.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,70.03,1543.6,0.0,0.0,この先制限速度なし,43m先に上り勾配15.0‰あり,0.3,0.6,0.5,現在は制限速度を十分下回り遅延もなく、勾配も平坦で安全リスクは低い。快適な惰行が続くためConfidenceを高くし、次の上りに備えてエネルギー効率を適度に重視する。
32910.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,66.03,946.5,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.3,0.6,0.5,現在は制限速度を大きく下回り遅延もなく、下り勾配で安定走行中。安全リスクは低く快適性を重視しつつ、今後の加速余地は少なく回生ブレーキでエネルギー回収しながら乗客の快適性を維持する。
32940.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,80.0,68.73,341.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.6,0.7,速度は制限内で遅延なし、減速フェーズで停止が必要。乗り心地と回生ブレーキ活用が重要なため、ConfidenceとCompetenceを高め、Survivalは中程度に設定する。安全余裕が大きく、速度超過リスクは低いが停止までの制御が重要。
33000.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,4.8,2199.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.8,現在は駅出発直後の加速段階で速度は制限の5%程度、勾配も平坦、遅延なし。安全リスクは低くSurvivalを低めに設定し、乗り心地とエネルギー効率を重視してConfidenceとCompetenceを高める。
33030.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,100.0,1759.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.7,0.5,0.5,現在は制限速度ちょうどの平坦区間で遅延なし巡航中。安全は確保できるが無駄な加速はエネルギー損失になるためSurvivalをやや高め、乗り心地と省エネをバランスさせConfidenceとCompetenceは中程度に設定。
33060.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,94.06,988.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度以下で走行し遅延もなく勾配も平坦なため安全リスクは低い。乗り心地を重視しつつ、エネルギー効率も適度に考慮する。したがってSurvivalは低め、Confidenceは高め、Competenceは中程度に設定する。
33090.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,89.98,221.0,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,0.9,0.2,0.7,制限速度に近く、下り勾配で加速リスクがあるため安全性を最優先。減速フェーズで回生ブレーキ活用可能なので効率性も高く設定し、乗り心地は二次的に抑える。遅延は0秒でダイヤ遵守中、余裕は少なく過度な加減速は避ける。したがって適切に調整する。
33150.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,25.6,1771.6,0.0,0.0,この先制限速度なし,471m先に下り勾配35.0‰あり,0.3,0.6,0.5,現在は加速フェーズで速度は制限の約25%で遅延なし。安全リスクは低く快適性を重視し、将来の下り勾配での回生を考慮し効率も中程度に設定。
33180.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,92.0,1187.5,0.0,-35.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,現在は制限速度を下回り下り勾配で減速リスク低く、安全重視は低め。乗り心地と省エネを重視し、快適性を高く設定し、効率性は中程度にする。また、遅延がなく余裕があるため安全マージンは十分で、エネルギー回生の余地もあるが急ブレーキは不要。
33210.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,87.53,428.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.5,0.6,速度は制限100km/h未満の87.5km/hで安全余裕が大きく、平坦区間の加速中のため快適性と省エネを重視し、Survivalは中程度、Confidenceはやや高く、Competenceはやや高めに設定する。
33270.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,70.0,1.6,1799.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.4,0.8,現在は駅発車直後の加速段階で速度は制限の1/40程度、勾配平坦・遅延なしのため安全リスクは低く、乗り心地とエネルギー効率を重視すべき。
33300.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,59.76,1432.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を大きく下回り遅延もなく、勾配も平坦で安全リスクが低い。安定した惰行中で乗客快適性を重視し、エネルギー効率は適度に維持する。
33330.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,66.8,913.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.7,0.5,現在は制限速度未満で遅延なし、平坦区間の惰行のため安全リスクは低く、乗り心地とエネルギー効率を重視すべき。したがってSurvivalは中程度、Confidenceは高め、Competenceはやや高めに設定する。
33360.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,70.0,59.8,400.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.6,速度は制限の約85%で安全余裕が大きく、遅延なし。快適性確保のためジャーク抑制を重視し、エネルギーは加速中で回生余地少ないため効率は中程度に設定。
33390.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,70.0,26.2,1725.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,速度は制限以下で遅延なし、安全リスク低。減速中だが快適性重視、回生活用で効率も適度に確保。したがってSurvivalは低め、Confidenceは中高、Competenceは中程度に設定。
33450.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,74.29,1444.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.7,0.4,現在は制限速度に僅かに接近し超過していないため安全リスクは低い。惰行で乗り心地は良好だが回生余地は限定的。Survival0.5、Confidence0.7、Competence0.4。
33480.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,64.73,886.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.7,現在は制限速度を大きく下回り、勾配も平坦で安全リスクは低い。乗り心地を保ちつつエネルギー効率を高めるため、Survivalを低めに、ConfidenceとCompetenceを中程度以上に設定する。
33510.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,75.0,62.77,319.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度を下回り勾配も平坦で遅延なし。安全リスクは低く、滑らかな減速と乗客快適性が重要。回生ブレーキでエネルギー回収の余地はあるが、過度の省エネは安全を損なわない範囲で。
33570.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,6.4,2298.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,現在は駅発車直後の加速段階で速度は制限の10%程度、勾配平坦、遅延なし。安全リスクは低く、乗り心地とエネルギー効率を重視すべき。したがってSurvivalは0.2、Confidenceは0.5、Competenceは0.8と設定する。
33600.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,70.69,1875.3,0.0,0.0,この先制限速度なし,375m先に上り勾配15.0‰あり,0.3,0.6,0.5,現在は制限速度を下回り遅延なし、平坦区間で惰行中。安全リスク低く快適性を重視し、上り勾配でのエネルギー消費を考慮して効率も適度に設定。
33630.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,71.34,1273.9,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度71.3km/hで下り勾配15‰、安全リスクは低く、乗客快適性を優先すべき。下り回生で省エネも期待できるため、Survivalは低め、Confidenceは高め、Competenceは中程度に設定。
33660.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,69.38,672.6,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.8,0.3,巡航中で速度は制限の85%以下、遅延なしで安全リスク低く、乗り心地重視。前方に勾配・制限なしで回生機会少ないため、Survivalをやや高め、Confidenceを最優先、Competenceは低めに設定。
33690.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,80.0,68.11,68.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.3,0.7,減速フェーズで速度は制限以下、遅延なし。安全リスクは低いが正確な停車と回生ブレーキ活用が重要なためSurvivalは中程度、Confidenceはやや低め、Competenceを高く設定する。
33750.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,48.0,2100.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,現在は駅出発直後の加速フェーズで速度は制限の半分以下、勾配も平坦。安全リスクは低く、乗客の快適性を保ちつつエネルギー効率的に加速することが重要。したがってSurvivalは低め、Confidenceは中程度、Competenceは高めに設定する。
33780.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,100.0,1413.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.5,0.6,現在速度は制限上限で平坦区間、遅延なしの巡航中。安全リスクは低く、加速による快適性とエネルギー効率のバランスを重視する。
33810.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,94.06,642.8,0.0,0.0,この先制限速度なし,342m先に下り勾配15.0‰あり,0.85,0.15,0.6,速度は制限限界に近く、下り勾配で加速リスクがあるため安全重視。遅延なしで快適性は低め。回生ブレーキ活用で効率も重要。
33840.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,45.03,9999.0,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,0.2,0.6,0.5,現在は制限速度から大きく離れ、下り勾配でも速度超過の危険は低く安全リスクは小さい。乗客の快適性を保つため加速の滑らかさを重視し、エネルギー効率は適度に考慮する。
33900.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,68.8,1594.6,0.0,0.0,この先制限速度なし,294m先に下り勾配35.0‰あり,0.6,0.5,0.4,現在は制限速度を大きく下回り安全リスクは低いが、294m先の急勾配で速度上昇の可能性がある。快適な加速を維持しつつ、将来の回生ブレーキに備えてエネルギー効率も考慮する必要がある。
33930.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,91.29,856.6,0.0,-35.0,この先制限速度なし,この先目立った勾配なし,0.8,0.4,0.5,現在速度は制限下限付近で下り勾配により加速リスクがあるため安全重視を高め、快適性は加速中でも滑らかに保ちつつ、エネルギー効率は減速時に期待できる程度で設定する。
33960.0,T1,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,100.0,72.36,90.0,0.0,0.0,190m先に制限速度70.0km/hあり,この先目立った勾配なし,0.6,0.3,0.8,駅手前の減速中で速度は制限内だが正確な停止と回生ブレーキ活用が必要。安全は重要だが過度な制限は不要。
34020.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,70.0,44.8,1712.9,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.4,0.8,現在は駅出発直後の加速段階で速度は制限の約64%に留まり、勾配や遅延もなく安全リスクは低い。エネルギー効率を高めつつ乗客の快適性を維持するため、Competenceを最重視し、次いでConfidence、Survivalは低めに設定する。
34050.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,64.96,1198.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,巡航フェーズで惰行中、速度は制限未満・遅延0、勾配平坦のため安全リスクは低く、乗客快適性と省エネを優先しSurvival0.2、Confidence0.7、Competence0.5と設定。
34080.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,70.0,64.6,686.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.4,0.5,0.8,現在速度は制限下で安全リスクは低く、遅延もないためSurvivalは中程度に設定。乗客快適性を保つため加速のジャーク抑制を重視しConfidenceをやや高く。エネルギー消費削減が可能なのでCompetenceを最も高く設定する。
34110.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,70.0,58.13,159.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.6,速度は制限以下で遅延なし、減速フェーズで駅停止が必要。安全リスクは低く快適な減速と回生ブレーキ活用が重要。
34170.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,75.0,24.0,1675.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.4,0.6,現在は加速フェーズで速度は制限の30%以下、勾配平坦・遅延なし。安全リスク低くSurvivalを低めに設定し、快適な加速とエネルギー効率を重視してConfidenceとCompetenceを中〜高に配分する。
34200.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,75.0,66.33,1195.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.4,速度は制限の約88%で安全余裕があり、勾配も平坦。快適な巡航が重要で、加速中のジャーク抑制を重視。エネルギーは加速で消費するが回生機会は少ないため、効率は中程度。
34230.0,T1,巡航フェーズ（駅間走行中）,惰行中,75.0,62.19,628.4,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.7,0.5,現在は制限速度を大きく下回り平坦で安全リスクは低い。乗客快適性を重視しつつエネルギー効率も維持したい。したがってSurvivalは0.2、Confidenceは0.7、Competenceは0.5に設定する。
34260.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,75.0,66.99,64.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.7,駅手前減速中で速度は制限内だが停止まで距離が短く安全停止が必要。乗り心地と回生ブレーキ活用を重視し、Survivalは中程度に設定。
34320.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,80.0,49.6,2193.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.4,現在は駅出発直後の加速段階で、速度は制限の約六割にとどまり、勾配も平坦なため安全リスクは低い。乗客快適性を保つため加減速の滑らかさを重視し、エネルギー消費は上昇するが回生機会は少ないので効率は中程度に設定する。
34350.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,74.11,1603.7,0.0,0.0,この先制限速度なし,103m先に上り勾配15.0‰あり,0.3,0.6,0.5,現在は制限速度を下回り遅延もなく安定走行中で安全リスクは低いが、乗客快適性を保つためにConfidenceを高く設定し、上り勾配への備えとして適度な効率重視を加える。
34380.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,71.34,1003.7,0.0,15.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,制限速度以下で遅延なし、下り勾配のため安全リスクは低く、快適性を優先すべき。エネルギーは惰行で消費少なく、回生余地は限定的。
34410.0,T1,巡航フェーズ（駅間走行中）,惰行中,80.0,72.72,400.1,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.8,0.5,現在は制限速度を下回り平坦区間で惰行中、遅延なしで安全リスクは低い。乗り心地重視でConfidenceを高く、エネルギー回生の余地は限定的なのでCompetenceは中程度、Survivalは最小に設定する。
34440.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,80.0,17.71,2204.5,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,現在速度が制限の約22%で安全リスクは低く、遅延なしで次駅まで距離が長いためエネルギー効率と加速が重要。乗客快適性も考慮し、Survival低め、Confidence中程度、Competence高めに設定する。
34500.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,91.2,1839.0,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,速度は制限の約9%下回り安全リスク低く、加速中で乗り心地は重要。省エネは巡航維持で効果期待できるため、Survival0.3、Confidence0.5、Competence0.7と設定したがって。
34530.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,100.0,100.0,1068.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.5,0.4,0.5,速度は制限限界で超過なし、勾配も平坦で安全リスク低いためSurvivalは中程度。巡航中の加速は乗客快適性を保ちつつエネルギー節約が可能なのでConfidenceとCompetenceをやや高めに設定。
34560.0,T1,次駅への減速フェーズ（駅手前400m以内）,惰行中,100.0,94.06,297.7,0.0,-15.0,この先制限速度なし,この先目立った勾配なし,0.85,0.15,0.75,制限速度94.1km/hで限界に近く、下り勾配で加速リスクがあるため安全重視。駅手前の減速で回生ブレーキ活用が可能なので効率も重要。乗り心地は急減速が避けられないため低め。
34620.0,T1,駅出発直後の加速フェーズ（駅発車20秒以内）,力行（加速）中,100.0,16.0,1788.9,0.0,0.0,この先制限速度なし,488m先に下り勾配35.0‰あり,0.8,0.2,0.6,現在は加速フェーズで速度は制限の大幅下回り、即時の安全リスクは低いが、下り勾配で速度超過の可能性がある。安全確保と回生を重視しSurvivalを高く、Competenceを中程度、快適性は低めに設定する。
34650.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,94.23,1265.1,0.0,-35.0,この先制限速度なし,この先目立った勾配なし,0.7,0.8,0.5,現在は制限速度未満で惰行中だが下り勾配により速度上昇リスクがあるため安全重視をやや高めに設定し、乗り心地は安定しているのでConfidenceを高く、回生ブレーキでの省エネ余地は限定的なのでCompetenceは中程度にする。
34680.0,T1,巡航フェーズ（駅間走行中）,惰行中,100.0,87.71,499.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.5,0.7,現在は制限速度を下回り平坦区間で惰行中のため安全リスクは低く、乗り心地と省エネを重視し、Survivalを低め(0.3)、Confidenceを中程度(0.5)、Competenceを高め(0.7)に設定する。
34710.0,T1,巡航フェーズ（駅間走行中）,ブレーキ（減速）中,100.0,21.96,1810.2,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.2,0.5,0.8,速度は制限の大幅下回りで安全リスク低く、減速中のジャーク抑制と乗客快適性を重視し、回生ブレーキでエネルギー回収を促すため、Survival低め、Confidence中程度、Competence高めに設定する。
34770.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,63.17,1483.3,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.8,0.5,現在は制限速度以下で平坦区間の惰行中。安全リスクは低く快適性を重視し、エネルギー回収の余地は限定的であるため、効率は中程度に設定する。
34800.0,T1,巡航フェーズ（駅間走行中）,力行（加速）中,70.0,69.4,970.7,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.6,0.5,0.5,速度は制限限界付近だが超過せず遅延もなし。安全は確保しつつ、快適性と省エネを同等に重視し、Survival0.6、Confidence0.5、Competence0.5とする。
34830.0,T1,巡航フェーズ（駅間走行中）,惰行中,70.0,56.54,447.8,0.0,0.0,この先制限速度なし,この先目立った勾配なし,0.3,0.7,0.5,現在は制限速度を大きく下回り遅延もなく、勾配も平坦で安全リスクは低い。乗客の快適性を重視しつつ、エネルギー回生の余地があるため、Confidenceを最も高く、Survivalは低め、Competenceは中程度に設定する。
