time,train_id,group_phase,group_notch,current_speed,signal_speed,speed_limit,dist_to_next_station,req_stop_dist,delta_stop,delay,f_exist,f_distance,rule_expected,rule_reason,llm_reward,nn_output,reason
218.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,70.0,70.0,70.0,314.5,254.5018236368305,59.998176363169506,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.0,次駅減速フェーズでdelta_stopが正(60m)かつ加速がCBTC上限内であり、停止位置は十分確保できるため現在の力行は適切と判断した。
220.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,70.0,70.0,70.0,377.3,317.3209634806302,59.9790365193698,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.8,0.0,現在速度は制限・信号内で停止位置も確保できるが、必要速度と同等なのに加速を続けているためエネルギー無駄が生じ、評価をやや減点する。
223.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,70.0,70.0,70.0,377.3,317.3209634806302,59.9790365193698,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.0,delta_stopが正で加速中であり、制限速度・CBTCを遵守しつつ停止位置も確保できるため高評価とした。
215.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,59.88699677957474,70.0,70.0,393.346374088118,173.56603331005326,219.78034077806475,36.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,次駅減速フェーズでdelta_stopが十分正で、制限速度・CBTCを守り惰行は適切で、ノコギリ運転やエネルギー浪費はなく高評価とした。
216.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,59.46240974983721,70.0,70.0,376.77069075316535,171.15950546551392,205.61118528765144,37.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,制限速度・CBTCを遵守し、停止位置は十分に確保。次駅減速フェーズでの惰行は適切で、ノコギリ運転や列車間隔の問題もなく、省エネ的にも問題なしと判断した。
220.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,57.77831200902464,70.0,70.0,311.6413879900719,161.7714340782702,149.8699539118017,41.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,全ての上位項目で問題なく、次駅減速フェーズで惰行は適切であり、速度・信号遵守、停止位置も確保できるため最高評価とした。
223.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.52985342222819,70.0,70.0,264.01557558599364,154.97457686197384,109.0409987240198,44.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,次駅減速フェーズでdelta_stopが正で停止余裕があり、速度は制限・CBTC内、ノコギリ運転なし、停止位置も確保できるため適切と判断した。
224.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.11641940603188,70.0,70.0,248.370865271454,152.7544067894723,95.61645848198168,45.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,安全基準をすべて遵守し、次駅減速フェーズで適切に惰行しているため最高評価の1.0とした。
227.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,54.88410788984567,70.0,70.0,202.1231833528141,140.8431347573896,61.28004859542449,48.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,減速フェーズでdelta_stopが正であり、速度は制限内で惰行は適切、即時ゼロ違反やノコギリ運転はなく評価上限の1.0とした。
229.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,53.93811447557829,70.0,70.0,171.88180037111422,136.10347606896968,35.77832430214454,50.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.8,0.5,次駅減速フェーズでブレーキ開始距離を確保しつつ、速度は制限内で惰行が適切であり、即時安全違反はなく高評価とした。
220.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,52.16459088716406,70.0,70.0,351.37977521760536,132.3067594428933,219.07301577471205,41.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.8,0.5,次駅減速フェーズで必要速度70km/hに対し52.2km/hと遅く、41秒の遅延がさらに拡大するため減点した。
230.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,48.22153652981066,70.0,70.0,211.98732759267003,113.31281384312598,98.67451374954405,51.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,制限速度・CBTCを守り、停止位置も確保できているため減速フェーズでの惰行は適切と判断し高評価とする。
231.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,47.83359418615258,70.0,70.0,198.6469019874555,107.39840752805728,91.24849445939822,52.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.5,制限速度・CBTCを遵守し、停止位置は十分に確保されている上、次駅減速フェーズでの惰行は適切と判断したため高評価とした。
232.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,47.4096011325804,70.0,70.0,185.4158882921624,105.52643798819132,79.88945030397109,53.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.5,次駅減速フェーズでdelta_stopが正であり、信号速度以下で惰行を継続しているため安全かつ省エネと判断し高評価とした。
214.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,60.699290653450994,70.0,70.0,351.8758275491258,178.21440779889969,173.66141975022612,35.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,安全基準をすべて満たし、減速フェーズでの惰行は適切であり、ノコギリ運転や不要な力行が無いため最高評価とした。
217.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,59.42158614132571,70.0,70.0,301.8281465910988,170.92896019070886,130.89918640038994,38.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.8,0.6,次駅減速フェーズでdelta_stopが正のため惰行は適切だが、38秒の遅延が評価をやや下げた。
221.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,57.738032420878326,70.0,70.0,236.7438986217998,161.54997701157868,75.19392161022111,42.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,制限速度・CBTC信号内で惰行を続け、停止距離も十分確保され、ノコギリ運転や不要な加速がなく全項目が適合しているためreward=1.0とした。
222.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,57.32064113585616,70.0,70.0,220.76413895465308,159.26365984790368,61.500479106749395,43.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,安全基準・信号遵守・停止位置は問題なく、減速フェーズでの惰行は適切であり、ノコギリ運転や間隔問題もなし。
224.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,56.48450137386261,70.0,70.0,189.1515320063526,149.03803267180965,40.11349933454295,45.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,減速開始点まで余裕があり、速度・信号遵守、ノコギリ運転なしで適切に惰行しているため高評価とした。
237.6999999999996,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,20.660964020847643,70.0,70.0,34.71535343802756,20.273413110876643,14.44194032715092,57.79999999999961,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.1,0.4,次駅減速フェーズで20.7km/hの低速惰行が続き、遅延が大きくエネルギー効率も低下しているため0.1とした。
418.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,70.0,70.0,-0.8,0.0134344365447671,-0.8134344365447671,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキ中にdelta_stopが-0.81mで5m以内に収まり、制限速度・CBTC遵守、ノコギリ運転なしと評価し高評価とした。
419.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,70.0,70.0,-0.8,0.0134344365447671,-0.8134344365447671,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.7,ブレーキが適切にかかりdelta_stopが±5m以内で停止位置が確保され、ノコギリ運転や余分な加速はなく安全かつ定時に近い運転と判断した。
422.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,70.0,70.0,-1.5,0.0134344365447671,-1.5134344365447672,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキが適切に作動し停止位置は5m以内に収まり、速度・信号遵守、ノコギリ運転なしで高評価。
423.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,70.0,70.0,-1.5,0.0134344365447671,-1.5134344365447672,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキ中でΔstopが‑1.51mと許容範囲内、速度も制限・信号内で適切に減速し停止位置を確保しているため高評価。
427.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,0.5,70.0,70.0,-3.0,0.0134344365447671,-3.013434436544767,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキ中でdelta_stopが-3.01mと許容範囲内、速度は制限・信号内、減速切替は合理的な停止調整のためノコギリ運転に該当せず高評価とした。
435.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,-0.8,0.053731928280769,-0.853731928280769,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,1.0,0.7,ブレーキで適切に減速し、delta_stopが5m以内で停止位置が正確、速度・信号遵守、ノコギリ運転なしと評価し高評価とした。
442.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,-3.0,0.053731928280769,-3.053731928280769,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキで適切に減速しΔstopが3.05mで許容範囲内、ノコギリ運転の理由がなく、停止位置は正確なので高評価とした。
443.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,1.0,70.0,70.0,-3.0,0.053731928280769,-3.053731928280769,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキが適切に作動し、delta_stopが-3.05mで許容範囲内、ノコギリ運転と判断できず、他項目に問題がないため高評価とした。
454.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,-1.5,0.2148808499115298,-1.7148808499115298,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキが適切に作動し、delta_stopが5m以内で停止位置誤差が小さいため高評価とした。
458.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,-3.0,0.2148808499115298,-3.21488084991153,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキで適切に減速し、delta_stopが-3.21mで許容範囲内、速度・信号超過やノコギリ運転等の違反はなし。
459.0,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.0,70.0,70.0,-3.0,0.2148808499115298,-3.21488084991153,5.0,0.0,2000.0,0.8〜1.0,ブレーキ中、|delta_stop|<=5m → 0.8〜1.0,0.9,0.7,ブレーキ中でdelta_stopが-3.21mと許容範囲内、速度・CBTC遵守、ノコギリ運転なしのため高評価。
550.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,60.0,70.0,70.0,198.3,188.33299862893884,9.967001371061173,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.8,0.4,次駅減速フェーズで加速は安全だがエネルギー効率が低下するため評価を減点し、0.8とした。
553.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,60.0,70.0,70.0,213.3,188.33299862893884,24.967001371061173,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,次駅減速フェーズでdelta_stopが正で加速が許容され、速度・信号遵守かつノコギリ運転なしと評価し最高点とした。
555.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,60.0,70.0,70.0,213.3,188.33299862893884,24.967001371061173,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,加速はCBTC上限内で速度不足を補い、停止位置にも余裕があるため次駅減速フェーズでの力行は適切で、他に違反はない。
557.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,60.0,70.0,70.0,238.3,188.33299862893884,49.96700137106117,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,全ての安全・信号・停止条件を満たし、加速は減速フェーズで許容されるため評価は最高とした。
559.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,60.0,70.0,70.0,238.3,188.33299862893884,49.96700137106117,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,次駅減速フェーズでdelta_stopが正で加速はCBTC・制限速度内で適切と判断し、全項目で問題なしとしたため最高評価とする。
584.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,65.0,70.0,70.0,220.3,220.2549258138756,0.04507418612442393,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.7,次駅減速フェーズでdelta_stopが0.05mと正確、速度制限・CBTC遵守、不要な力行なしで惰行しているため高評価。
585.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,65.0,70.0,70.0,220.3,220.2549258138756,0.04507418612442393,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.7,現在は停止位置直前でブレーキ未実施だがdelta_stopが正で安全基準を満たし、速度超過やノコギリ運転もなく適切と判断した。
586.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,65.0,70.0,70.0,220.3,220.2549258138756,0.04507418612442393,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.7,次駅減速フェーズでdelta_stopが0.05mと十分に正確で、速度は制限・CBTC内、ノコギリ運転なし、不要な加速もなく適切に惰行しているため高評価。
587.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,65.0,70.0,70.0,220.3,220.2549258138756,0.04507418612442393,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.6,次駅減速フェーズでdelta_stopが正(0.05m)かつブレーキ未実施は許容され、速度・CBTC制限を遵守しノコギリ運転もなく、全体として適切な操作と判断した。
599.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,65.0,70.0,70.0,270.3,220.2549258138756,50.045074186124424,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.7,制限速度・CBTCを遵守し、ブレーキ開始点まで余裕があるため減速フェーズでの惰行は適切。ノコギリ運転もなく、低速での時間稼ぎには該当しないため高評価。
632.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,70.0,70.0,70.0,279.5,254.5018236368305,24.998176363169506,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.0,次駅減速フェーズでdelta_stopが正、速度が制限・信号と一致、ノコギリ運転なしで惰行が適切なため最高評価とした。
636.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,70.0,70.0,70.0,304.5,254.5018236368305,49.998176363169506,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.0,次駅減速フェーズでdelta_stopが正、速度は制限・信号内、惰行は適切で違反がないため高評価。
637.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,70.0,70.0,70.0,304.5,254.5018236368305,49.998176363169506,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.0,制限速度・CBTC遵守、停止位置は余裕あり惰行が適切で、ノコギリ運転なし、遅延は速度上限で回復不可だが安全上問題なしと判断し最高評価とした。
667.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,65.0,70.0,70.0,220.3,220.2549258138756,0.04507418612442393,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.4,次駅減速フェーズでdelta_stopが正で加速が許容され、速度制限・CBTC遵守、停止位置も適切であり、ノコギリ運転なしと評価し高評価とした。
669.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,65.0,70.0,70.0,230.3,220.2549258138756,10.045074186124424,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.4,次駅減速フェーズでdelta_stopが正で加速はCBTC・制限速度内で適切と判断し、全項目が問題なく評価できるためrewardを1.0とした。
671.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,65.0,70.0,70.0,230.3,220.2549258138756,10.045074186124424,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,0.9,0.4,次駅減速フェーズでrequired_speed未達のため加速が適切であり、速度・CBTC制限を遵守、ノコギリ運転や間隔問題もなく定時到着に向けた正しい操作と判断した。
673.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,65.0,70.0,70.0,245.3,220.2549258138756,25.045074186124424,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,次駅減速フェーズでdelta_stopが正で加速はCBTC制限内、制限速度・信号超過なし、ノコギリ運転なし、遅延回復のため適切な力行と判断し高評価。
675.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,65.0,70.0,70.0,245.3,220.2549258138756,25.045074186124424,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,delta_stopが正でCBTC信号内のため加速は減速フェーズで適切と判断し、他に安全・速度違反はなし。
679.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,65.0,70.0,70.0,270.3,220.2549258138756,50.045074186124424,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.6,delta_stopが正で加速が許容されており、速度制限・CBTC遵守、停止位置も確保できるため最高評価とした。
706.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,70.0,70.0,70.0,254.5,254.5018236368305,-0.0018236368304940243,0.0,0.0,2000.0,0.4〜0.7,ブレーキなし、-2m<delta_stop<0m → やや減点,0.4,0.3,次駅減速フェーズでブレーキ開始すべきタイミングで力行を続けており、定時性は保たれるものの安全性と省エネ性が損なわれるため0.4とした。
708.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,70.0,70.0,70.0,264.5,254.5018236368305,9.998176363169506,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.4,加速はdelta_stopが正でCBTCを超えておらず停止位置達成可能であり、即時違反なしで安全かつ定時性が保たれるため高評価とした。
715.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,70.0,70.0,70.0,279.5,254.5018236368305,24.998176363169506,20.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.5,次駅減速フェーズでdelta_stopが正であり、速度制限・CBTCを遵守しつつ加速は許容されるため、運転は適切と判断した。
142.89999999999955,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,2.7265877244813668,70.0,70.0,65.75536879370603,0.3547744531964121,65.40059434050961,0.0,0.0,2000.0,0.1〜0.2,ブレーキ中、delta_stop>30m（大幅手前停止確実）→ 0.1〜0.2,0.1,0.0,ブレーキが早すぎてdelta_stopが65.4mと大幅に手前で停止確実であり、0.1秒の力行からの逆転がノコギリ運転と判定されたためrewardは0.1とした。
143.7999999999995,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,0.1075123405826135,70.0,70.0,65.40478576894415,0.0005518864196937,65.40423388252445,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.2,0.0,次駅減速フェーズで加速し、ノコギリ運転（2.9秒の反転）とエネルギー無駄が判定され、上限0.3点のうち0.2点とした。
139.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,34.34001684241905,70.0,70.0,213.71395232118573,57.86463804180996,155.84931427937576,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.0,全ての上位評価項目で安全かつ適切に運転しており、制限速度・信号遵守、停止位置も確保できるため最高評価とした。
141.0,Train11,次駅への減速フェーズ（駅手前400m以内）,惰行中,31.139455079025105,70.0,70.0,195.18309215928295,45.87272698415472,149.31036517512823,0.0,0.0,2000.0,0.8〜1.0,ブレーキなし、delta_stop>=0m → 高評価,1.0,0.0,制限速度・CBTC遵守、停止位置は十分確保され、減速フェーズでの惰行は適切で省エネ性が高く評価できる。
150.0,Train11,次駅への減速フェーズ（駅手前400m以内）,力行（加速）中,12.138635559016086,70.0,70.0,141.02291668880085,7.0159435715428256,134.006973117258,0.0,0.0,2000.0,0.1〜0.3,先行列車なし・低速（<25km/h）の惰行/力行（ちんたら運転）→ 0.1〜0.3,0.2,0.0,次駅減速フェーズで不必要に加速し、ノコギリ運転とエネルギー浪費が判定されたため上限0.3点を下回り0.2とした。
186.29999999999885,Train11,次駅への減速フェーズ（駅手前400m以内）,ブレーキ（減速）中,4.235395542964654,70.0,70.0,64.6773392066109,0.8557865771557329,63.82155262945516,6.39999999999884,0.0,2000.0,0.1〜0.2,ブレーキ中、delta_stop>30m（大幅手前停止確実）→ 0.1〜0.2,0.1,0.0,ブレーキ開始が早すぎてdelta_stopが大きく早期停止となり、ノコギリ運転と判定されたため低評価。
90.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.0,0.0,1.0,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差1mは許容範囲内、速度・信号超過なし、ノコギリ運転もなく全項目で問題なしと判断しreward=1.0とした。
91.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.0,0.0,1.0,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で停止位置誤差が1m以内、速度・信号・制限速度すべて遵守し遅延もなく、余計な操作もないため最高評価とした。
94.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.0,0.0,1.0,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,全ての安全基準を満たし、制限速度・CBTC信号を遵守、停止位置誤差が1m以内で正確に停車しているため、最高のreward 1.0とした。
96.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.0,0.0,1.0,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,速度が0km/hで制限速度・CBTC信号を完全に守り、停止位置誤差が1m以内でブレーキ保持は駅停車完了に相応しい操作であるため、評価は最高の1.0とした。
97.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.0,0.0,1.0,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差1.0mは許容範囲内であり、制限速度・CBTC遵守、ノコギリ運転なしのため最高評価とした。
98.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,1.0,0.0,1.0,0.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.8,全ての安全基準を満たし、駅停車完了で速度0km/h、停止位置誤差1m以内、不要な力行もなく適切な惰行状態のためreward=1.0とした。
99.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.0,0.0,1.0,20.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、制限速度・CBTCを遵守し、停止位置誤差1mは許容範囲内のため最高評価とした。
100.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.0,0.0,1.0,20.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.9,駅停車完了で速度0km/h、停止位置誤差1m以内であり、制限速度・CBTC遵守、ノコギリ運転なしと評価できるため最高評価とした。
102.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.0,0.0,1.0,20.0,0.0,2000.0,1.0,停止誤差1m以内 → 1.0,1.0,0.8,駅停車完了で速度0km/h、ブレーキ保持は停止位置誤差1m以内で安全かつ適切な操作と判断し、全項目で問題なし。
113.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,1.3,0.0,1.3,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,停止位置誤差が1.3mで許容範囲内かつ速度・CBTC制限をすべて遵守しているため、rewardは0.8とした。
132.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,1.6,0.0,1.6,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了フェーズで速度0km/hだが駅まで1.6m離れており、停止位置誤差が1‑3mの範囲に入るため0.8点とした。
140.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,1.6,0.0,1.6,20.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了フェーズで停止位置誤差1.6mは0.8点、速度・信号遵守、ノコギリ運転なしのため評価は0.8とした。
149.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,2.0,0.0,2.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了フェーズで停止位置誤差が2m（1‑3m）で許容範囲内、速度・CBTC順守、ノコギリ運転なしなど全て適切と判断し0.8とした。
150.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,2.0,0.0,2.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,現在速度0km/hでブレーキが継続され、駅手前2mで早く停止しているため停止位置誤差が2mとなり、評価は0.8点とした。
151.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,2.0,0.0,2.0,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了フェーズで停止位置が2m手前となり許容範囲外のため0.8点に減点。
163.0,Train11,駅停車完了（速度0km/h）,ブレーキ（減速）中,0.0,70.0,70.0,2.5,0.0,2.5,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で停止位置が2.5m以内であり、速度・信号遵守、ノコギリ運転なしで安全かつ適切と判断し0.8とした。
167.0,Train11,駅停車完了（速度0km/h）,惰行中,0.0,70.0,70.0,2.5,0.0,2.5,0.0,0.0,2000.0,0.8,停止誤差1〜3m → 0.8,0.8,0.7,駅停車完了で速度0km/h、停止位置が2.5m手前と早すぎるが安全違反なし、ノコギリ運転もなくエネルギー無駄もないため0.8とした。
